sentiment,review_body,product_category
0,I tried this on in the store yesterday and i wanted to buy it very much. the jacket would work well for many sleveless tops or dresses all summer  and would work in an office. but  on me  the unusual cut of the arms emphasized the worst part of my arms (saggy or fat area) in a comical manner. if they tried to design a garmet to make arms look bad  the couldnt have done it better. further  the extra material against the body added bulk at my narrowest point (i am hourglass). again  not flattering,Jackets
0,The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans  black pants etc and this did not fit that need. it would be a warm jacket if that is a need.,Jackets
0,Ordered this vest in both the xs and pxs. i liked the length and overall fit of the xs  however  i ended up returning both due to how the vest draped. the outer fabric is a bit more stiff which made the vest balloon out more then what i liked. overall  it?s not a terrible vest but just not for me.,Jackets
0,I was searching for the perfect large comfy sweater for the cold winter weather ahead and i thought this would be it. it looks so cute in the pictures but when i received in by mail it wasn't what i was searching for. this sweater  like on the model  is quite large. although i wanted a large sweater  the fit of this one didn't fit well on me. it has more of a boxy feel to it. i usually wear a medium  but went with a small because i expected this to fit a little large and it still engulfed me. i,Jackets
1,Saw this jacket online and decided to search in store for it! i found it  and although it definitely looks more mustard in the picture online compared to the bright yello it really is  i felt it fit very well! it runs large  i usually am a size 6  however  i ended up buying a size 4 for a more fitted cropped appearance. the material is heavy but made very well  and feels great on! i recommend this blazer for any female that wants to brighten her closet up for spring!,Jackets
1,Just purchased this on sale. will be perfect for summer on those days you wear dresses and don't want your skin to touch the subway bench! love it!,Jackets
1,I really love this addition to my wardrobe. the colors are great and it is very comfortable. my only complaint is that it runs large. it would be nice if they had more than two sizes.,Jackets
1,I thought it would have been heavier  surprised it was so thin but it works. i live in the deep south so it doesn't get that cold. i wore it to dinner with a black top and jeans  it was super cute. i'm happy with my purchase.,Jackets
1,The only thing i did not like about this jacket was that i could not find it in my size before it sold out! retailer  please bring back another iteration for spring!,Jackets
1,"Super cute. 5'9"" 135 lbs and the medium was perfect to wear with a long sleeve shirt underneath. good quality and lined too. perfect for daytime when a leather moto might be a bit much.",Jackets
1,Received this jacket today and i am so very impressed with the details. initially when i ordered this jacket i first thought the navy blue waffle fabric was a corduroy or velvet  but it is a plain cotton blended fabric with unfinished edges that has the denim attached to it. the plus is the inside breast pocket that is trimmed so nicely and lined  and fits a nice sized phone. the inside is lined and even the sleeves are lined . there is pretty cream lace trim on the inside bottom of the lining i,Jackets
1,The jacket runs large so size down. it's a good jacket to throw on the go. but i don't see this lasting long bc after he first wash  it started piling. the quality of the material isn't great!,Jackets
1,I joked with my husband that if i were with the resistance  (star wars)  this is what i would wear! i actually really like it. it will look best with a girly skirt and blouse. the quilting is lightweight and the fit is slim. well made too.,Jackets
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the prima jeans i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.,Jeans
-1,I have other stevies  and these are nothing like them. the quality is very synthetic to a point that the material is shiny. the pants themselves run very small in the waist  approx. two sizes too small compared with other stevies. additionally  the cuff is sewn like that in place  and hits at an odd spot if you are taller or have strong calves. see how it gapes in the cuff on the model? like  a rounded bottom? that is way more emphasized in real life. buyer beware!,Jeans
-1,"I wanted to love these jeans  but as a woman who is almost 45 there was way too much stretch in them. i am always a size 26 and i couldn't wear these  they were way too tight! they went back the next day. i will say  it could be my body type  i""m a runner so my legs are muscular. if you have very thin legs  these could be great and work for you. i loved the color  dark blue.",Jeans
-1,Where o where did the old pilcro ankle stet go??? these are a cheap impersonator. the denim used to be thick which really did wonders for the fit and overall appearance of how the denim lays over your lower half. the last 3 pairs of pilcro stets i've ordered have gone right back because they are nowhere close to the greatness they were originally. the pockets on these jeans sit so so low- completely unflattering. the ankles are significantly smaller circumferentially. the old stet ankle jeans ha,Jeans
-1,I originally got these in a 29 petite and thought they fit great right out of the bag (i'm usually a 6/8).. and within an hour of wearing them (to retailer  actually)  the knees had gotten so baggy that they looked absolutely ridiculous; i've never had jeans do this. the salesperson at retailer agreed that they seemed very odd. i exchanged for a 28p at her suggestion  and i just hate them. i'd say the smaller size seems every so slightly small  but nothing major - but the waist actually folds over a,Jeans
-1,"If these jeans work for you  you're a lucky girl! the fabric is really thick and soft. pocket detail is cool and the hidden multicolored button placket is a nice detail. i ordered down a size. they're tight across my thighs and seem shorter than a 30"" inseam. the fit is boxy and not flattering on me but pants are so cute i may keep them anyway.",Jeans
-1,I can't stand buying pants and i can see the pockets lining and my darker skin through the fabric. i don't consider that high-quality.,Jeans
-1,I love my very old pilcro stet jeans. they are the perfect denim weight  and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.,Jeans
-1,Agree with above review. these are described totally wrong. they are not 8.5 rise. they are very high rise  so much that i didnt even try them on...the color isnt good either  it looks like a cheap levi's color or just not a quality denim. if you like high rise  you might like them. i can't comment on fit..,Jeans
0,Although i bought 2 sizes down from my regular size  they were still big and  made my derriere look flat. i would have kept them as weekend kick-around jeans  but the flat behind just made them a must return.,Jeans
0,These are really nice pants - color and style are perfect but when i first put them on they seemed like they fit perfectly on me then within 30 minutes they looked 2 sizes too big - they got loose due to the material not being firm or thick enough. i would go down a size for sure. the cons aren't unsolvable so try them out!,Jeans
0,"I have several pairs of coh and love them all. when i saw these go on sale in my size i quickly purchased them. however  when i tried them on at home and looked in the mirror  i was pretty shocked that the back pockets were extremely long. meaning  they go well below your butt cheeks (like 3""# which means they look like they are sitting too low on your body-and they aren't they are actually i little higher waisted than most coh!     i thought perhaps it was my perception that day  so i waited an",Jeans
0,Can't pants. the material is lightweight and perfect for summer. however i felt they were cut narrow in the hips. i am a solid size 30/8 and i couldn't get the 30 over my hips.,Jeans
0,I am a pretty consistent size 2 or 26. ordered these in my usual 26 and  yikes  right out of the package knew they''d be way to small. they have a lot of stretch in them so i was able to get them buttoned but they were wayyyy too small and looked awful. i returned them for a 27 which i am still waiting for. i'll update this review when they arrive. other than the size issue  they were just as pictured/expected.,Jeans
0,I ordered these in my usual size and could barely get them on. they fit ike tight leggings. they have spandex that is comfortable and they will probably stretch as you wear them . i exchanged for the next size up  because the style is great for year -round and the quality excellent. i live 2 hours from a store  i would either order up at least one size or try them on in store.,Jeans
0,"Fit and style very nice. returned because way too long and bottom detail interfered with hemming. they were at least 4"" too long. i am 5'8"" so heels would fix the issue but i don't want to wear them with a comfy pair of pants.",Jeans
0,Not for the curvy women. fit in the waist but bunched around the crotch,Jeans
0,I have been looking for a quality pair of black skinny jeans for a while. after reading the reviews  i had such high hopes for these jeans. i bought it in my usual size 28 and while the top part fit perfectly  i found that the bottom was too tapered in and ultra skinny making it not look right. sadly  i had to return.,Jeans
1,I have other pilcro cord leggings & the black ponte knit leggings in my usual size 28 in this brand. they fit well & have a nice stretch - very comfy. i ordered these velvet leggings in the 28  the blue & the wine  & they just don't fit the same as the others. these are a little short in the crotch area & the legs feel restrictive & not much give. i have skinny legs! length is perfect though at the ankle. these same exact pants were just in at the store in black & fit a little better  but i don',Jeans
1,I don't know why i had the opposite problem most reviewers had with these..... i tried on the regular length in the store and found that they were just a bit too short with heels. (i'm 5'5 ). i had them ordered in a petite and when they came  they were too short with flats! maybe it's the way i like to wear them  i like my flare jeans to barely skim the ground. i just exchanged them for regular length and will wear them with a small wedge shoe. aside from the length issues  these are super cute,Jeans
1,"These are my favorite pair of capris/ankle jeans ever! i'm 5'4""  120lbs and got the 28 petite in gray. the fit is fantastic and the length is perfect for summer days (couple inches above my ankles). the gray color is so versatile and i can dress it up or down. i plan on getting it in other colors as well since the fit is so good.",Jeans
1,These are such fun pants. it's a heavier denim without being so stiff. they run tts. i got my usual size 26 & they fit comfortably. i haven't washed them yet but once i do i typically wash in cold gentle cycle & hang dry.,Jeans
1,These are such a great fall staple. the silver color is the perfect grey-olive  and the texture is perfect. doesn't feel like there is extra material like most cords  and they hold their shape throughout the day. the fit is just perfect  i can finally order pants online that i know will fit just perfectly.,Jeans
1,I love these  but i should have ordered the size 25 instead of my usual 26. i can wear them higher with a tight belt  but they are still too long. too cute to return though.,Jeans
1,This is the 4th pair of ag stevie jeans i have bought from retailer. the petite sizing fit me great (i'm 5'1 and 112 lbs) the quality is fabulous and worth the price. i have 2 denim  1 white  and just purchased these dark wave. i went to the ag store and they do not carry petities. this jean is made exclusively for retailer. love them!,Jeans
1,"Ok  so to be honest i just bought these two days ago so as far as wear and tear i'll have to get back to you on that but i seriously think i will just live in these. first they are so so comfortable  soft material  stretchy but not so thin that they accentuate every little curve but also very flattering. i'm 5'4"" 127 lbs  curvy in the bottom with a smallish waist and purchased size 28. there is a little bit of room  which i'm happy with  so they don't squeeze the love handle area or make it unco",Jeans
1,These pants fit wonderfully. perfect for casual day i had planned at a music festival when it was still a little chilly out. they fit just like my skinny ag jeans  but have a more relaxed feel in that they uber skinny. held up well all day.,Jeans
-1,I ordered this in a l online  and wasn't a fan when i received it. the colors are pretty bright  but they also look cheap in my opinion. it also had an awkward fit  because of the material there is no give at all  it was really tight on my chest (36d) for reference. and it was also pretty short  and i'm short! it barely hit the top of my pants...and i'm 5'2! back it went.,Knits
-1,I love the idea of this top  but wish there wasn't so much fabric. i am wearing a medium in the photos and for reference my measurements are 38-30-40.,Knits
-1,Completely oversized top  size medium was swimming on me.....boxy  baggy  shapeless -- what more can i say? even in an xs this would not have fit in any way like the photo  returned.,Knits
-1,The material is thin and of poor quality.  it snagged the first time i wore it. the arm holes are very low as other reviewers stated.,Knits
-1,I tried on and bought this shirt in my usual size and it fit long and loose but still had great shape. after hand washing in cold water and air drying  as per instructions on the tag  the shirt shrunk significantly. so much so that my stomach shows if i raise my arms at all. it also lost its shape  and now looks very boxy and is very unflattering. i won't be wearing it and am disappointed i didn't even get to wear it once!,Knits
-1,I bought this top in two colors--i think it's a really cute  easy top to wear  but the fabric is extremely thin and poor quality. i tucked the front into a pair of shorts and i can already see a small snag forming  which i'm sure will be a hole in no time. two stars only because i really do like the look of the top generally  i just wish it was something that was going to last beyond a couple of wears.,Knits
-1,I am a pretty curvy girl and thought the m/l was gigantic. i returned and was afraid to exchange for the smaller size thinking it would pbly be very large as well. it was not flattering because it was so boxy.,Knits
-1,I bought this very cute t-shirt in sky. wore it once  then washed it according to the washing instuctions (machine washable/dryable). this t-shirt turned into a crop top!!!!! i can't wear it. it's going to goodwill. i would suggest that you air dry this shirt  if you want to take the chance that it won't shrink up several inches.,Knits
-1,Loved the look  fit and styling of this turtleneck. but dry clean only  you have to be kidding?,Knits
0,I do like this top. i bought the cream color and it is flattering  but it is a little shear. i need to wear a cami underneath it. it also seems to be a little on the large side.,Knits
0,Very cute adorable shape tank top but extremely huge    does not come in petite and is not even close to fitting me    extra small is like a medium    not a sky color   like the picture it is a black-and-white type of the shirt which needs a thin camisole underneath  shirt is definitely white but would look great with the black or gray camisole underneath    better for taller larger sized people,Knits
0,I was excited to nab this lovely because i am a sucker for a faux layered look. i am usually an xs or s  depending on the designer so i went with xs in this top based on reviews that it doesn't drape well. i barely got my arms into the sleeves. i thought maybe it was a mistake and i received a child's size?  i eventually did get it on but barely got it back off. size up 1-2 for comfort if you have to have this girl. i was bummed my local retailer did not have a m for me to try. returned.  for ref:,Knits
0,I had to call so many stores to track this shirt down and in the end it wasn't worth it. i got an xs and it was quite baggy. i never buy petite shirts because i feel like they are too short but in this case i think the shirt would have been perfect in whatever the smallest petite size is. for someone who's bigger i'd definitely check this shirt out.,Knits
0,This is really cute online  but is not fantastic on or in person. this is a top that i may be returning. i love the open shoulder  but the material is very thin  and the top runs large. it also hangs really low in the back which i am not a huge fan of.,Knits
0,I ordered this on-line. while it fits well before washing  the fabric is a bit thin. i'm afraid it might shrink in the wash  too. i haven't worn it yet because i'm trying to decide it i will keep it or return it. colors are a bit more muted than i would like also.,Knits
0,Tried on the xxs petite and still felt that it looked too boxy and baggy on me. cute concept but poor execution,Knits
0,For my body type  this top looked ridiculous! i am small-busted and thinnish on top. this seemingly very pretty top look like a big rectangle on me. very unflattering. hard to tell if it was true-to-size because it hung so wide. i think for a gal with more substantial upper body (i.e.  boobs) this would work better.,Knits
0,"Not up to retailer standards! fabric quite thin(you could see nude-color bra through the white one) and thin fabric  wide bottom hung sloppy; no way i would feel ""well dressed"" in this top. i returned it.",Knits
1,"I just received this top - it is stunningly beautiful  however  i will be returning it as it is very large. i am tall at 5'8"" and typically wear a size 4. i purchased this in the size s but it was very large. i should have read the reviews about sizing before ordering  although i think both the xxs and xs were already sold out.",Knits
1,Not just another striped tee. perfect drape & lightly fitted at the bottom sides so it skims the body & is super flattering. the subtle shimmer is just right. love the gray! very versatile & irresistible. i'm a size 4/small & this is tts.,Knits
1,This tank top is comfortable and very cute. it hides my tummy  as well  which is a bonus! ordered in another color i love it so much,Knits
1,For me  this top ran true to size. i'm so glad i ordered it in my normal size  because the spandex would have made the top way too clingy for me. i am normally a 8/medium on top and 12 bottom. i ordered this in a medium  and do not find it large at all. if you are going for a fitted look  sizing down may be best  but i didn't want it tight. on me  it's a little looser than what is shown on the model  but it still fits very nice  and not sloppy. i am not a fan of baggy tops. i have no issues with,Knits
1,Great color. great length. will go perfect with leggings and skinny jeans/pants. this will work well when the weather transitions and will be super cute under a cardigan when it gets cold.,Knits
1,This is a really pretty top that you can dress up or down. the draping on the neck and shoulders falls nicely and i love the back with the lace. it is simple but unique and has nice classic lines. i am usually a pxs but based on the measurements i went with the regular xxs and glad i did bc the petite would have been too short.,Knits
1,I purchased this in store and the red motif is short sleeved as pictured. the pattern is fun  vibrant and great for summer months. it's a more substantial weight fabric  not sheer or clingy. the fit is tts and it is a slightly longer length which i loved.,Knits
1,I got the black in size small. i love this easy  breezy and comfy t. i love that it's different and can wear with anything. the shirt is more flowy vs fitted which i like. i wish they had more colors! i could see myself wearing this shirt a lot this summer.     i'm a size 2 and bought a small.,Knits
1,Great sweater with gorgeous detail. fits tts. works best in someone with smaller bust like me. pink is peachy pink like other reviewers have commented. pairing it with gray ag jeans! will work great for fall/winter in louisiana.,Knits
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
1,It's lightweight  soft  & slinky  unike the average t-shirt. the slinkiness makes it skim the body nicely.,Layering
1,Classic tank with the perfect fit!  soft aqua perfect for summer.  fit is very true to size!,Layering
1,This tank top runs big. i?m usually a xs and i ordered the xs and pxs due to reviews and the pxs is still big. i kept the pxs because it?s very cute and i love the color (ordered the canton). i?ve been taping the tank to my bra so it does not slip too far down. however  not sure if i will order this again.,Layering
1,I bought the black one on an extra 40% off sale and i just love it! not thrilled about the other colors  but i might order another one just because i like it so much. super soft and comfy. i had to order a size up since the mediums were all sold out  but i like the way it fits. not too big at all.,Layering
1,"I ordered the red motif in size m based on reviews this top runs small and it is too big. i'm 5'7""/ 34c /132 lbs and usually a size s in this brand. this top was large through the body and the arm openings were huge. i washed it and dried it but it still fits a bit large  it did wash up well though  no pilling.",Layering
1,"At 5'4"" and 140 lbs  this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",Layering
1,I love this top and wear it all the time. it's a gorgeous pale blue and feels amazing....it is a tighter fitting shirt so if you like looser clothes  size up,Layering
1,I absolutely adore this top! it is super soft. i purchased it in the wine color. i would recommend this for anyone! if they have other colors i plan on buying them. i am going to wear this with jeans and my furry vest in the fall/winter.,Layering
1,I took this in a large. im a 36d 140lbs. this top in a large fit me perfectly without a bra. slightly see through but not by much... i haven't tried it with a bra on yet  but im sure it'll be just fine.,Layering
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,Super itchy! had to return.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
1,Just received first pair in brown...love them and ordered two more! these tights actually stay up and you don't have to keep pulling on them throughout the day. super comfortable and perfect weight  not too thick and not too thin. they will run  so be careful when washing or putting them on.,Legwear
1,"I am a 5'10"" size 4 (or 28 long - i need a 33-34"" inseam) woman. i bought the s/m and they fit perfectly (with all the excess length bunching at my ankles  as designed)! i'm thrilled. i bought the light color. one thing  wear nude underwear and lighter (or just short) socks - these are definitely see-through! however  i only plan to wear these with long tunics and sweaters anyways - something always reaching down to my upper thighs  at least. so comfy and cozy!",Legwear
1,I am so happy i decided to purchase these. they are the only invisible socks i've found that actually stay on my feet. all others always slip off my heel... these are great!,Legwear
1,These leggings are a quality product at a great price! i ordered these for my daughter and she loves them. warm and comfy  she wears them all the time.,Legwear
1,I love these tights so much i almost want to buy another few pair and save them for when these wear out. the lining is like clouds on your calves. they're thick enough that you don't need to be totally covered by a tunic but slim enough that they don't add bulk. love  love them!,Legwear
1,I bought a xs in black. i like the weight  texture  and thickness of this fabric. it feels like it smoothes over and holds the lines of my body in well. may be the other reviewer got a pair out of an odd batch  which could mean there are inconsistencies? i would like to see how the color and the stretch holds up with future washes. it would have gotten five stars since if it came in petitte length. but i will pick up a couple of more if it hits sale.,Legwear
1,There's are just what i was looking for! these are perfect in texture and thickness...not too thick but not too thin. super soft fleece on the inside. i both both the black and green...i will most likely but the grey soon enough.,Legwear
1,I've been looking for the right leggings that are of good quality  thick enough to feel appropriately covered  and a good price point - these are those leggings! need more!,Legwear
1,"I really love these leggings. the different textures that all the colors have make them interesting. quality is great. i am 5 1"" and 125lbs. the s/m fit pretty well but i wish there was a xs option. but still would not hesitate to buy again!! i actually went to retailer tonight to purchase all the other colors ...that's how happy i am with this purchase!",Legwear
-1,I was so excited to try these on at my local retailer. i'm so glad i did before i ordered them online because i found the fit to be totally off. the pants bulged around my hips and looked very awkward. they were also not as soft as i expected them to be.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,Totally see through.,Lounge
-1,"This dress looked great on the hanger  but once on  it did absolutely nothing for me.    navy is one of my most flattering colors  but the navy in the dress did not make up for the yucky second color that was so blah it just reminded me of dirt. that second color made me look drab.    i am 5'8"" with a long torso and wear a size 12 in tts tops and dresses  but the waist on this dress hit at an uncomfortable spot between by waist and ribs. i really needed the waist to be dropped further. or higher",Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,I really wanted to love this piece but it was very large. i'm 5'2 and ordered xs/s and i have return due to size.,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
0,I really loved the look of these color blocked leggings online  but when i received mine  they're nothing like the ones in the pictures....the front of the legs on mine are mostly orange with a thin strip of white between the orange  then more orange!!! i like orange  but really was expecting the pretty color blocking like in the pictures not  mostly orange on both front legs  the back of the legs have more color blocking  but barely any of the light lavender color,Lounge
0,Overall the top is cute . what doesn't show in the photo are the pleats on the shoulder/neck area. the placement of the pleats makes you look like you have a football player neck . the neck area doesn't lay flat but comes off as puffy at your neck. i've never seen pleats placed in such a spot. ruined an otherwise cute top,Lounge
0,Great print  terrible quality. the material is paper thin. not at all what i look for in a robe. it's going back.,Lounge
0,"Loved the material  but i didnt really look at how long the dress was before i purchased both a large and a medium. im 5'5"" and there was atleast 5"" of material at my feet. the gaps in the front are much wider than they look. felt like the dress just fell flat. both were returned. im usually a large and the med fit better. 36d 30 in jeans",Lounge
0,These sleep pants are very pretty  soft and comfortable. unfortunately  after washing them once i noticed some small holes in the fabric which is very disappointing considering the price. i don't mind paying a little more for clothing if i feel like the quality is there but in this case i'm not so sure. i guess if you don't really sleep in them or wash them then they would probably be ok but then what's the point of buying them?,Lounge
0,I tried the yellow striped dress on in the store and it is completely sheer.,Lounge
0,"First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!)  plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side  it is very cute and i'm keeping the replacement one  but know that it is also delicate. after one use  there is a snag on the inside",Lounge
0,"I tried these on because the color is really pretty and fun  and who donse't want a pair of comfy/cute pants... but they looked awful on my muscular thighs... i don't think the cut will be falttering on 99% of the population. also  not as comfortable as they looked  the crotch seemed a little ""low"" on me  though the pants were in the correct size.",Lounge
0,These leggings were way longer and darker then appeared on model.   they also were see through or beige color when stretched across hip.  especially for the high cost  there are much better althleisure leggings on the market.,Lounge
1,Beautiful and comfy!!!! love it!,Lounge
1,Absolute best pair of yoga pants. they are the softest material- so comfy! i'm 5'3  125lbs with a curvy figure and the m fit perfectly :),Lounge
1,The peach color is beautiful on this jacket  and the quality and comfort is perfect. i wear a medium and the sizing was spot-on. i may get in another color if a sale comes around again.,Lounge
